date,day_of_week,month,item_name,time_slot,price,quantity_sold,inventory_level
2023-05-17,Wednesday,5,Pizza,Lunch,350,137,363
2023-05-17,Wednesday,5,Pizza,Dinner,350,169,361
2023-05-17,Wednesday,5,Burger,Lunch,200,126,332
2023-05-17,Wednesday,5,Burger,Dinner,200,141,392
2023-05-17,Wednesday,5,Pasta,Lunch,300,84,437
2023-05-17,Wednesday,5,Pasta,Dinner,300,87,474
2023-05-17,Wednesday,5,Sandwich,Lunch,180,92,464
2023-05-17,Wednesday,5,Sandwich,Dinner,180,89,328
2023-05-17,Wednesday,5,Salad,Lunch,150,54,420
2023-05-17,Wednesday,5,Salad,Dinner,150,64,288
2023-05-17,Wednesday,5,Biryani,Lunch,250,131,420
2023-05-17,Wednesday,5,Biryani,Dinner,250,191,374
2023-05-17,Wednesday,5,Fried Rice,Lunch,220,80,499
2023-05-17,Wednesday,5,Fried Rice,Dinner,220,135,312
2023-05-17,Wednesday,5,Noodles,Lunch,210,110,427
2023-05-17,Wednesday,5,Noodles,Dinner,210,103,420
2023-05-17,Wednesday,5,Ice Cream,Lunch,120,49,316
2023-05-17,Wednesday,5,Ice Cream,Dinner,120,91,288
2023-05-17,Wednesday,5,Coffee,Lunch,100,121,208
2023-05-17,Wednesday,5,Coffee,Dinner,100,164,276
2023-05-18,Thursday,5,Pizza,Lunch,350,145,202
2023-05-18,Thursday,5,Pizza,Dinner,350,140,466
2023-05-18,Thursday,5,Burger,Lunch,200,96,406
2023-05-18,Thursday,5,Burger,Dinner,200,140,287
2023-05-18,Thursday,5,Pasta,Lunch,300,93,252
2023-05-18,Thursday,5,Pasta,Dinner,300,88,221
2023-05-18,Thursday,5,Sandwich,Lunch,180,77,416
2023-05-18,Thursday,5,Sandwich,Dinner,180,78,208
2023-05-18,Thursday,5,Salad,Lunch,150,63,424
2023-05-18,Thursday,5,Salad,Dinner,150,76,387
2023-05-18,Thursday,5,Biryani,Lunch,250,142,414
2023-05-18,Thursday,5,Biryani,Dinner,250,166,353
2023-05-18,Thursday,5,Fried Rice,Lunch,220,103,387
2023-05-18,Thursday,5,Fried Rice,Dinner,220,117,248
2023-05-18,Thursday,5,Noodles,Lunch,210,93,220
2023-05-18,Thursday,5,Noodles,Dinner,210,132,488
2023-05-18,Thursday,5,Ice Cream,Lunch,120,82,450
2023-05-18,Thursday,5,Ice Cream,Dinner,120,69,308
2023-05-18,Thursday,5,Coffee,Lunch,100,137,363
2023-05-18,Thursday,5,Coffee,Dinner,100,125,214
2023-05-19,Friday,5,Pizza,Lunch,350,137,449
2023-05-19,Friday,5,Pizza,Dinner,350,139,406
2023-05-19,Friday,5,Burger,Lunch,200,108,342
2023-05-19,Friday,5,Burger,Dinner,200,131,384
2023-05-19,Friday,5,Pasta,Lunch,300,104,428
2023-05-19,Friday,5,Pasta,Dinner,300,85,215
2023-05-19,Friday,5,Sandwich,Lunch,180,63,224
2023-05-19,Friday,5,Sandwich,Dinner,180,85,230
2023-05-19,Friday,5,Salad,Lunch,150,64,381
2023-05-19,Friday,5,Salad,Dinner,150,53,278
2023-05-19,Friday,5,Biryani,Lunch,250,150,473
2023-05-19,Friday,5,Biryani,Dinner,250,172,329
2023-05-19,Friday,5,Fried Rice,Lunch,220,100,338
2023-05-19,Friday,5,Fried Rice,Dinner,220,107,420
2023-05-19,Friday,5,Noodles,Lunch,210,110,346
2023-05-19,Friday,5,Noodles,Dinner,210,115,432
2023-05-19,Friday,5,Ice Cream,Lunch,120,64,398
2023-05-19,Friday,5,Ice Cream,Dinner,120,67,427
2023-05-19,Friday,5,Coffee,Lunch,100,104,222
2023-05-19,Friday,5,Coffee,Dinner,100,125,330
2023-05-20,Saturday,5,Pizza,Lunch,350,199,329
2023-05-20,Saturday,5,Pizza,Dinner,350,209,428
2023-05-20,Saturday,5,Burger,Lunch,200,147,344
2023-05-20,Saturday,5,Burger,Dinner,200,198,487
2023-05-20,Saturday,5,Pasta,Lunch,300,125,421
2023-05-20,Saturday,5,Pasta,Dinner,300,148,309
2023-05-20,Saturday,5,Sandwich,Lunch,180,121,238
2023-05-20,Saturday,5,Sandwich,Dinner,180,133,481
2023-05-20,Saturday,5,Salad,Lunch,150,89,224
2023-05-20,Saturday,5,Salad,Dinner,150,100,204
2023-05-20,Saturday,5,Biryani,Lunch,250,220,478
2023-05-20,Saturday,5,Biryani,Dinner,250,254,432
2023-05-20,Saturday,5,Fried Rice,Lunch,220,135,413
2023-05-20,Saturday,5,Fried Rice,Dinner,220,176,462
2023-05-20,Saturday,5,Noodles,Lunch,210,142,314
2023-05-20,Saturday,5,Noodles,Dinner,210,153,251
2023-05-20,Saturday,5,Ice Cream,Lunch,120,73,458
2023-05-20,Saturday,5,Ice Cream,Dinner,120,118,429
2023-05-20,Saturday,5,Coffee,Lunch,100,159,469
2023-05-20,Saturday,5,Coffee,Dinner,100,184,477
2023-05-21,Sunday,5,Pizza,Lunch,350,181,482
2023-05-21,Sunday,5,Pizza,Dinner,350,241,395
2023-05-21,Sunday,5,Burger,Lunch,200,165,334
2023-05-21,Sunday,5,Burger,Dinner,200,165,302
2023-05-21,Sunday,5,Pasta,Lunch,300,128,220
2023-05-21,Sunday,5,Pasta,Dinner,300,143,344
2023-05-21,Sunday,5,Sandwich,Lunch,180,116,375
2023-05-21,Sunday,5,Sandwich,Dinner,180,114,472
2023-05-21,Sunday,5,Salad,Lunch,150,63,349
2023-05-21,Sunday,5,Salad,Dinner,150,98,217
2023-05-21,Sunday,5,Biryani,Lunch,250,192,489
2023-05-21,Sunday,5,Biryani,Dinner,250,230,496
2023-05-21,Sunday,5,Fried Rice,Lunch,220,136,431
2023-05-21,Sunday,5,Fried Rice,Dinner,220,179,471
2023-05-21,Sunday,5,Noodles,Lunch,210,149,265
2023-05-21,Sunday,5,Noodles,Dinner,210,148,422
2023-05-21,Sunday,5,Ice Cream,Lunch,120,80,389
2023-05-21,Sunday,5,Ice Cream,Dinner,120,127,268
2023-05-21,Sunday,5,Coffee,Lunch,100,170,298
2023-05-21,Sunday,5,Coffee,Dinner,100,214,397
2023-05-22,Monday,5,Pizza,Lunch,350,152,339
2023-05-22,Monday,5,Pizza,Dinner,350,171,456
2023-05-22,Monday,5,Burger,Lunch,200,114,487
2023-05-22,Monday,5,Burger,Dinner,200,142,461
2023-05-22,Monday,5,Pasta,Lunch,300,105,371
2023-05-22,Monday,5,Pasta,Dinner,300,95,233
2023-05-22,Monday,5,Sandwich,Lunch,180,73,351
2023-05-22,Monday,5,Sandwich,Dinner,180,76,387
2023-05-22,Monday,5,Salad,Lunch,150,61,462
2023-05-22,Monday,5,Salad,Dinner,150,69,213
2023-05-22,Monday,5,Biryani,Lunch,250,130,357
2023-05-22,Monday,5,Biryani,Dinner,250,157,415
2023-05-22,Monday,5,Fried Rice,Lunch,220,96,418
2023-05-22,Monday,5,Fried Rice,Dinner,220,112,440
2023-05-22,Monday,5,Noodles,Lunch,210,86,252
2023-05-22,Monday,5,Noodles,Dinner,210,95,295
2023-05-22,Monday,5,Ice Cream,Lunch,120,78,375
2023-05-22,Monday,5,Ice Cream,Dinner,120,94,470
2023-05-22,Monday,5,Coffee,Lunch,100,141,385
2023-05-22,Monday,5,Coffee,Dinner,100,131,250
2023-05-23,Tuesday,5,Pizza,Lunch,350,128,381
2023-05-23,Tuesday,5,Pizza,Dinner,350,166,341
2023-05-23,Tuesday,5,Burger,Lunch,200,117,221
2023-05-23,Tuesday,5,Burger,Dinner,200,113,226
2023-05-23,Tuesday,5,Pasta,Lunch,300,86,385
2023-05-23,Tuesday,5,Pasta,Dinner,300,102,358
2023-05-23,Tuesday,5,Sandwich,Lunch,180,68,382
2023-05-23,Tuesday,5,Sandwich,Dinner,180,82,307
2023-05-23,Tuesday,5,Salad,Lunch,150,35,444
2023-05-23,Tuesday,5,Salad,Dinner,150,51,313
2023-05-23,Tuesday,5,Biryani,Lunch,250,159,360
2023-05-23,Tuesday,5,Biryani,Dinner,250,156,255
2023-05-23,Tuesday,5,Fried Rice,Lunch,220,116,285
2023-05-23,Tuesday,5,Fried Rice,Dinner,220,109,428
2023-05-23,Tuesday,5,Noodles,Lunch,210,96,481
2023-05-23,Tuesday,5,Noodles,Dinner,210,111,473
2023-05-23,Tuesday,5,Ice Cream,Lunch,120,83,434
2023-05-23,Tuesday,5,Ice Cream,Dinner,120,90,472
2023-05-23,Tuesday,5,Coffee,Lunch,100,112,466
2023-05-23,Tuesday,5,Coffee,Dinner,100,165,447
2023-05-24,Wednesday,5,Pizza,Lunch,350,151,427
2023-05-24,Wednesday,5,Pizza,Dinner,350,141,378
2023-05-24,Wednesday,5,Burger,Lunch,200,130,287
2023-05-24,Wednesday,5,Burger,Dinner,200,120,239
2023-05-24,Wednesday,5,Pasta,Lunch,300,81,376
2023-05-24,Wednesday,5,Pasta,Dinner,300,107,487
2023-05-24,Wednesday,5,Sandwich,Lunch,180,91,280
2023-05-24,Wednesday,5,Sandwich,Dinner,180,87,297
2023-05-24,Wednesday,5,Salad,Lunch,150,69,375
2023-05-24,Wednesday,5,Salad,Dinner,150,75,486
2023-05-24,Wednesday,5,Biryani,Lunch,250,162,476
2023-05-24,Wednesday,5,Biryani,Dinner,250,153,455
2023-05-24,Wednesday,5,Fried Rice,Lunch,220,107,460
2023-05-24,Wednesday,5,Fried Rice,Dinner,220,115,267
2023-05-24,Wednesday,5,Noodles,Lunch,210,111,437
2023-05-24,Wednesday,5,Noodles,Dinner,210,98,242
2023-05-24,Wednesday,5,Ice Cream,Lunch,120,70,433
2023-05-24,Wednesday,5,Ice Cream,Dinner,120,69,275
2023-05-24,Wednesday,5,Coffee,Lunch,100,141,284
2023-05-24,Wednesday,5,Coffee,Dinner,100,148,313
2023-05-25,Thursday,5,Pizza,Lunch,350,121,407
2023-05-25,Thursday,5,Pizza,Dinner,350,166,387
2023-05-25,Thursday,5,Burger,Lunch,200,129,449
2023-05-25,Thursday,5,Burger,Dinner,200,148,306
2023-05-25,Thursday,5,Pasta,Lunch,300,82,310
2023-05-25,Thursday,5,Pasta,Dinner,300,90,276
2023-05-25,Thursday,5,Sandwich,Lunch,180,83,377
2023-05-25,Thursday,5,Sandwich,Dinner,180,81,477
2023-05-25,Thursday,5,Salad,Lunch,150,39,221
2023-05-25,Thursday,5,Salad,Dinner,150,73,367
2023-05-25,Thursday,5,Biryani,Lunch,250,147,448
2023-05-25,Thursday,5,Biryani,Dinner,250,185,268
2023-05-25,Thursday,5,Fried Rice,Lunch,220,109,204
2023-05-25,Thursday,5,Fried Rice,Dinner,220,137,302
2023-05-25,Thursday,5,Noodles,Lunch,210,98,458
2023-05-25,Thursday,5,Noodles,Dinner,210,103,287
2023-05-25,Thursday,5,Ice Cream,Lunch,120,76,226
2023-05-25,Thursday,5,Ice Cream,Dinner,120,97,262
2023-05-25,Thursday,5,Coffee,Lunch,100,134,326
2023-05-25,Thursday,5,Coffee,Dinner,100,144,288
2023-05-26,Friday,5,Pizza,Lunch,350,145,354
2023-05-26,Friday,5,Pizza,Dinner,350,170,424
2023-05-26,Friday,5,Burger,Lunch,200,103,372
2023-05-26,Friday,5,Burger,Dinner,200,122,451
2023-05-26,Friday,5,Pasta,Lunch,300,103,404
2023-05-26,Friday,5,Pasta,Dinner,300,108,264
2023-05-26,Friday,5,Sandwich,Lunch,180,97,369
2023-05-26,Friday,5,Sandwich,Dinner,180,85,356
2023-05-26,Friday,5,Salad,Lunch,150,38,433
2023-05-26,Friday,5,Salad,Dinner,150,54,293
2023-05-26,Friday,5,Biryani,Lunch,250,152,468
2023-05-26,Friday,5,Biryani,Dinner,250,153,268
2023-05-26,Friday,5,Fried Rice,Lunch,220,110,257
2023-05-26,Friday,5,Fried Rice,Dinner,220,104,288
2023-05-26,Friday,5,Noodles,Lunch,210,107,352
2023-05-26,Friday,5,Noodles,Dinner,210,107,497
2023-05-26,Friday,5,Ice Cream,Lunch,120,69,294
2023-05-26,Friday,5,Ice Cream,Dinner,120,94,270
2023-05-26,Friday,5,Coffee,Lunch,100,129,292
2023-05-26,Friday,5,Coffee,Dinner,100,156,332
2023-05-27,Saturday,5,Pizza,Lunch,350,180,475
2023-05-27,Saturday,5,Pizza,Dinner,350,227,206
2023-05-27,Saturday,5,Burger,Lunch,200,173,319
2023-05-27,Saturday,5,Burger,Dinner,200,204,488
2023-05-27,Saturday,5,Pasta,Lunch,300,131,464
2023-05-27,Saturday,5,Pasta,Dinner,300,163,202
2023-05-27,Saturday,5,Sandwich,Lunch,180,114,416
2023-05-27,Saturday,5,Sandwich,Dinner,180,122,404
2023-05-27,Saturday,5,Salad,Lunch,150,95,392
2023-05-27,Saturday,5,Salad,Dinner,150,109,287
2023-05-27,Saturday,5,Biryani,Lunch,250,206,285
2023-05-27,Saturday,5,Biryani,Dinner,250,234,363
2023-05-27,Saturday,5,Fried Rice,Lunch,220,133,277
2023-05-27,Saturday,5,Fried Rice,Dinner,220,166,200
2023-05-27,Saturday,5,Noodles,Lunch,210,122,420
2023-05-27,Saturday,5,Noodles,Dinner,210,169,416
2023-05-27,Saturday,5,Ice Cream,Lunch,120,98,436
2023-05-27,Saturday,5,Ice Cream,Dinner,120,96,208
2023-05-27,Saturday,5,Coffee,Lunch,100,149,228
2023-05-27,Saturday,5,Coffee,Dinner,100,191,333
2023-05-28,Sunday,5,Pizza,Lunch,350,179,381
2023-05-28,Sunday,5,Pizza,Dinner,350,225,483
2023-05-28,Sunday,5,Burger,Lunch,200,171,246
2023-05-28,Sunday,5,Burger,Dinner,200,195,467
2023-05-28,Sunday,5,Pasta,Lunch,300,118,268
2023-05-28,Sunday,5,Pasta,Dinner,300,158,257
2023-05-28,Sunday,5,Sandwich,Lunch,180,95,451
2023-05-28,Sunday,5,Sandwich,Dinner,180,124,413
2023-05-28,Sunday,5,Salad,Lunch,150,67,360
2023-05-28,Sunday,5,Salad,Dinner,150,106,450
2023-05-28,Sunday,5,Biryani,Lunch,250,198,204
2023-05-28,Sunday,5,Biryani,Dinner,250,224,294
2023-05-28,Sunday,5,Fried Rice,Lunch,220,149,329
2023-05-28,Sunday,5,Fried Rice,Dinner,220,171,465
2023-05-28,Sunday,5,Noodles,Lunch,210,111,270
2023-05-28,Sunday,5,Noodles,Dinner,210,163,338
2023-05-28,Sunday,5,Ice Cream,Lunch,120,112,325
2023-05-28,Sunday,5,Ice Cream,Dinner,120,130,500
2023-05-28,Sunday,5,Coffee,Lunch,100,163,471
2023-05-28,Sunday,5,Coffee,Dinner,100,201,472
2023-05-29,Monday,5,Pizza,Lunch,350,119,258
2023-05-29,Monday,5,Pizza,Dinner,350,170,431
2023-05-29,Monday,5,Burger,Lunch,200,119,469
2023-05-29,Monday,5,Burger,Dinner,200,119,403
2023-05-29,Monday,5,Pasta,Lunch,300,86,441
2023-05-29,Monday,5,Pasta,Dinner,300,112,268
2023-05-29,Monday,5,Sandwich,Lunch,180,85,366
2023-05-29,Monday,5,Sandwich,Dinner,180,80,242
2023-05-29,Monday,5,Salad,Lunch,150,50,281
2023-05-29,Monday,5,Salad,Dinner,150,80,498
2023-05-29,Monday,5,Biryani,Lunch,250,124,302
2023-05-29,Monday,5,Biryani,Dinner,250,169,207
2023-05-29,Monday,5,Fried Rice,Lunch,220,111,450
2023-05-29,Monday,5,Fried Rice,Dinner,220,110,254
2023-05-29,Monday,5,Noodles,Lunch,210,88,483
2023-05-29,Monday,5,Noodles,Dinner,210,109,360
2023-05-29,Monday,5,Ice Cream,Lunch,120,74,249
2023-05-29,Monday,5,Ice Cream,Dinner,120,83,310
2023-05-29,Monday,5,Coffee,Lunch,100,139,250
2023-05-29,Monday,5,Coffee,Dinner,100,125,250
2023-05-30,Tuesday,5,Pizza,Lunch,350,149,411
2023-05-30,Tuesday,5,Pizza,Dinner,350,160,360
2023-05-30,Tuesday,5,Burger,Lunch,200,113,443
2023-05-30,Tuesday,5,Burger,Dinner,200,135,291
2023-05-30,Tuesday,5,Pasta,Lunch,300,68,421
2023-05-30,Tuesday,5,Pasta,Dinner,300,116,487
2023-05-30,Tuesday,5,Sandwich,Lunch,180,93,286
2023-05-30,Tuesday,5,Sandwich,Dinner,180,102,255
2023-05-30,Tuesday,5,Salad,Lunch,150,38,237
2023-05-30,Tuesday,5,Salad,Dinner,150,80,327
2023-05-30,Tuesday,5,Biryani,Lunch,250,129,249
2023-05-30,Tuesday,5,Biryani,Dinner,250,181,253
2023-05-30,Tuesday,5,Fried Rice,Lunch,220,117,417
2023-05-30,Tuesday,5,Fried Rice,Dinner,220,131,406
2023-05-30,Tuesday,5,Noodles,Lunch,210,98,447
2023-05-30,Tuesday,5,Noodles,Dinner,210,119,424
2023-05-30,Tuesday,5,Ice Cream,Lunch,120,82,374
2023-05-30,Tuesday,5,Ice Cream,Dinner,120,90,301
2023-05-30,Tuesday,5,Coffee,Lunch,100,138,426
2023-05-30,Tuesday,5,Coffee,Dinner,100,146,202
2023-05-31,Wednesday,5,Pizza,Lunch,350,138,243
2023-05-31,Wednesday,5,Pizza,Dinner,350,138,299
2023-05-31,Wednesday,5,Burger,Lunch,200,128,306
2023-05-31,Wednesday,5,Burger,Dinner,200,123,283
2023-05-31,Wednesday,5,Pasta,Lunch,300,70,288
2023-05-31,Wednesday,5,Pasta,Dinner,300,91,234
2023-05-31,Wednesday,5,Sandwich,Lunch,180,96,290
2023-05-31,Wednesday,5,Sandwich,Dinner,180,85,349
2023-05-31,Wednesday,5,Salad,Lunch,150,66,410
2023-05-31,Wednesday,5,Salad,Dinner,150,48,484
2023-05-31,Wednesday,5,Biryani,Lunch,250,163,312
2023-05-31,Wednesday,5,Biryani,Dinner,250,185,438
2023-05-31,Wednesday,5,Fried Rice,Lunch,220,103,212
2023-05-31,Wednesday,5,Fried Rice,Dinner,220,133,476
2023-05-31,Wednesday,5,Noodles,Lunch,210,96,385
2023-05-31,Wednesday,5,Noodles,Dinner,210,122,441
2023-05-31,Wednesday,5,Ice Cream,Lunch,120,67,389
2023-05-31,Wednesday,5,Ice Cream,Dinner,120,77,460
2023-05-31,Wednesday,5,Coffee,Lunch,100,116,475
2023-05-31,Wednesday,5,Coffee,Dinner,100,164,383
2023-06-01,Thursday,6,Pizza,Lunch,350,142,368
2023-06-01,Thursday,6,Pizza,Dinner,350,178,225
2023-06-01,Thursday,6,Burger,Lunch,200,92,313
2023-06-01,Thursday,6,Burger,Dinner,200,128,384
2023-06-01,Thursday,6,Pasta,Lunch,300,85,245
2023-06-01,Thursday,6,Pasta,Dinner,300,116,395
2023-06-01,Thursday,6,Sandwich,Lunch,180,93,275
2023-06-01,Thursday,6,Sandwich,Dinner,180,92,355
2023-06-01,Thursday,6,Salad,Lunch,150,46,262
2023-06-01,Thursday,6,Salad,Dinner,150,56,382
2023-06-01,Thursday,6,Biryani,Lunch,250,141,447
2023-06-01,Thursday,6,Biryani,Dinner,250,186,206
2023-06-01,Thursday,6,Fried Rice,Lunch,220,80,379
2023-06-01,Thursday,6,Fried Rice,Dinner,220,133,254
2023-06-01,Thursday,6,Noodles,Lunch,210,90,492
2023-06-01,Thursday,6,Noodles,Dinner,210,114,388
2023-06-01,Thursday,6,Ice Cream,Lunch,120,80,265
2023-06-01,Thursday,6,Ice Cream,Dinner,120,78,218
2023-06-01,Thursday,6,Coffee,Lunch,100,114,465
2023-06-01,Thursday,6,Coffee,Dinner,100,126,496
2023-06-02,Friday,6,Pizza,Lunch,350,113,443
2023-06-02,Friday,6,Pizza,Dinner,350,140,211
2023-06-02,Friday,6,Burger,Lunch,200,123,480
2023-06-02,Friday,6,Burger,Dinner,200,133,236
2023-06-02,Friday,6,Pasta,Lunch,300,75,202
2023-06-02,Friday,6,Pasta,Dinner,300,96,316
2023-06-02,Friday,6,Sandwich,Lunch,180,87,267
2023-06-02,Friday,6,Sandwich,Dinner,180,93,407
2023-06-02,Friday,6,Salad,Lunch,150,36,224
2023-06-02,Friday,6,Salad,Dinner,150,64,418
2023-06-02,Friday,6,Biryani,Lunch,250,140,274
2023-06-02,Friday,6,Biryani,Dinner,250,190,328
2023-06-02,Friday,6,Fried Rice,Lunch,220,79,460
2023-06-02,Friday,6,Fried Rice,Dinner,220,138,237
2023-06-02,Friday,6,Noodles,Lunch,210,105,220
2023-06-02,Friday,6,Noodles,Dinner,210,98,350
2023-06-02,Friday,6,Ice Cream,Lunch,120,50,384
2023-06-02,Friday,6,Ice Cream,Dinner,120,86,458
2023-06-02,Friday,6,Coffee,Lunch,100,110,286
2023-06-02,Friday,6,Coffee,Dinner,100,125,211
2023-06-03,Saturday,6,Pizza,Lunch,350,202,401
2023-06-03,Saturday,6,Pizza,Dinner,350,222,210
2023-06-03,Saturday,6,Burger,Lunch,200,171,423
2023-06-03,Saturday,6,Burger,Dinner,200,187,473
2023-06-03,Saturday,6,Pasta,Lunch,300,104,281
2023-06-03,Saturday,6,Pasta,Dinner,300,167,341
2023-06-03,Saturday,6,Sandwich,Lunch,180,89,265
2023-06-03,Saturday,6,Sandwich,Dinner,180,140,497
2023-06-03,Saturday,6,Salad,Lunch,150,74,345
2023-06-03,Saturday,6,Salad,Dinner,150,104,251
2023-06-03,Saturday,6,Biryani,Lunch,250,203,382
2023-06-03,Saturday,6,Biryani,Dinner,250,256,496
2023-06-03,Saturday,6,Fried Rice,Lunch,220,141,445
2023-06-03,Saturday,6,Fried Rice,Dinner,220,153,332
2023-06-03,Saturday,6,Noodles,Lunch,210,131,259
2023-06-03,Saturday,6,Noodles,Dinner,210,166,479
2023-06-03,Saturday,6,Ice Cream,Lunch,120,83,297
2023-06-03,Saturday,6,Ice Cream,Dinner,120,92,484
2023-06-03,Saturday,6,Coffee,Lunch,100,183,409
2023-06-03,Saturday,6,Coffee,Dinner,100,222,475
2023-06-04,Sunday,6,Pizza,Lunch,350,203,489
2023-06-04,Sunday,6,Pizza,Dinner,350,201,391
2023-06-04,Sunday,6,Burger,Lunch,200,172,430
2023-06-04,Sunday,6,Burger,Dinner,200,190,416
2023-06-04,Sunday,6,Pasta,Lunch,300,109,414
2023-06-04,Sunday,6,Pasta,Dinner,300,133,475
2023-06-04,Sunday,6,Sandwich,Lunch,180,93,363
2023-06-04,Sunday,6,Sandwich,Dinner,180,145,418
2023-06-04,Sunday,6,Salad,Lunch,150,85,262
2023-06-04,Sunday,6,Salad,Dinner,150,79,254
2023-06-04,Sunday,6,Biryani,Lunch,250,198,366
2023-06-04,Sunday,6,Biryani,Dinner,250,220,345
2023-06-04,Sunday,6,Fried Rice,Lunch,220,128,456
2023-06-04,Sunday,6,Fried Rice,Dinner,220,178,347
2023-06-04,Sunday,6,Noodles,Lunch,210,126,433
2023-06-04,Sunday,6,Noodles,Dinner,210,167,383
2023-06-04,Sunday,6,Ice Cream,Lunch,120,90,437
2023-06-04,Sunday,6,Ice Cream,Dinner,120,121,228
2023-06-04,Sunday,6,Coffee,Lunch,100,172,365
2023-06-04,Sunday,6,Coffee,Dinner,100,205,434
2023-06-05,Monday,6,Pizza,Lunch,350,113,330
2023-06-05,Monday,6,Pizza,Dinner,350,140,277
2023-06-05,Monday,6,Burger,Lunch,200,114,492
2023-06-05,Monday,6,Burger,Dinner,200,133,356
2023-06-05,Monday,6,Pasta,Lunch,300,91,395
2023-06-05,Monday,6,Pasta,Dinner,300,102,351
2023-06-05,Monday,6,Sandwich,Lunch,180,85,455
2023-06-05,Monday,6,Sandwich,Dinner,180,93,410
2023-06-05,Monday,6,Salad,Lunch,150,55,265
2023-06-05,Monday,6,Salad,Dinner,150,55,304
2023-06-05,Monday,6,Biryani,Lunch,250,143,388
2023-06-05,Monday,6,Biryani,Dinner,250,175,485
2023-06-05,Monday,6,Fried Rice,Lunch,220,94,302
2023-06-05,Monday,6,Fried Rice,Dinner,220,106,295
2023-06-05,Monday,6,Noodles,Lunch,210,73,364
2023-06-05,Monday,6,Noodles,Dinner,210,109,399
2023-06-05,Monday,6,Ice Cream,Lunch,120,55,268
2023-06-05,Monday,6,Ice Cream,Dinner,120,70,274
2023-06-05,Monday,6,Coffee,Lunch,100,104,460
2023-06-05,Monday,6,Coffee,Dinner,100,135,255
2023-06-06,Tuesday,6,Pizza,Lunch,350,128,205
2023-06-06,Tuesday,6,Pizza,Dinner,350,154,222
2023-06-06,Tuesday,6,Burger,Lunch,200,112,443
2023-06-06,Tuesday,6,Burger,Dinner,200,147,305
2023-06-06,Tuesday,6,Pasta,Lunch,300,83,375
2023-06-06,Tuesday,6,Pasta,Dinner,300,119,324
2023-06-06,Tuesday,6,Sandwich,Lunch,180,79,474
2023-06-06,Tuesday,6,Sandwich,Dinner,180,112,295
2023-06-06,Tuesday,6,Salad,Lunch,150,51,337
2023-06-06,Tuesday,6,Salad,Dinner,150,62,240
2023-06-06,Tuesday,6,Biryani,Lunch,250,151,348
2023-06-06,Tuesday,6,Biryani,Dinner,250,176,423
2023-06-06,Tuesday,6,Fried Rice,Lunch,220,85,486
2023-06-06,Tuesday,6,Fried Rice,Dinner,220,119,226
2023-06-06,Tuesday,6,Noodles,Lunch,210,95,486
2023-06-06,Tuesday,6,Noodles,Dinner,210,132,393
2023-06-06,Tuesday,6,Ice Cream,Lunch,120,48,329
2023-06-06,Tuesday,6,Ice Cream,Dinner,120,63,332
2023-06-06,Tuesday,6,Coffee,Lunch,100,106,230
2023-06-06,Tuesday,6,Coffee,Dinner,100,165,323
2023-06-07,Wednesday,6,Pizza,Lunch,350,119,414
2023-06-07,Wednesday,6,Pizza,Dinner,350,175,354
2023-06-07,Wednesday,6,Burger,Lunch,200,105,459
2023-06-07,Wednesday,6,Burger,Dinner,200,117,261
2023-06-07,Wednesday,6,Pasta,Lunch,300,100,478
2023-06-07,Wednesday,6,Pasta,Dinner,300,104,454
2023-06-07,Wednesday,6,Sandwich,Lunch,180,64,346
2023-06-07,Wednesday,6,Sandwich,Dinner,180,105,227
2023-06-07,Wednesday,6,Salad,Lunch,150,70,476
2023-06-07,Wednesday,6,Salad,Dinner,150,76,463
2023-06-07,Wednesday,6,Biryani,Lunch,250,157,280
2023-06-07,Wednesday,6,Biryani,Dinner,250,158,357
2023-06-07,Wednesday,6,Fried Rice,Lunch,220,85,483
2023-06-07,Wednesday,6,Fried Rice,Dinner,220,100,426
2023-06-07,Wednesday,6,Noodles,Lunch,210,89,492
2023-06-07,Wednesday,6,Noodles,Dinner,210,103,427
2023-06-07,Wednesday,6,Ice Cream,Lunch,120,83,386
2023-06-07,Wednesday,6,Ice Cream,Dinner,120,94,251
2023-06-07,Wednesday,6,Coffee,Lunch,100,127,269
2023-06-07,Wednesday,6,Coffee,Dinner,100,146,301
2023-06-08,Thursday,6,Pizza,Lunch,350,145,373
2023-06-08,Thursday,6,Pizza,Dinner,350,168,411
2023-06-08,Thursday,6,Burger,Lunch,200,124,267
2023-06-08,Thursday,6,Burger,Dinner,200,119,408
2023-06-08,Thursday,6,Pasta,Lunch,300,78,325
2023-06-08,Thursday,6,Pasta,Dinner,300,95,469
2023-06-08,Thursday,6,Sandwich,Lunch,180,84,380
2023-06-08,Thursday,6,Sandwich,Dinner,180,91,228
2023-06-08,Thursday,6,Salad,Lunch,150,48,401
2023-06-08,Thursday,6,Salad,Dinner,150,61,418
2023-06-08,Thursday,6,Biryani,Lunch,250,123,253
2023-06-08,Thursday,6,Biryani,Dinner,250,155,412
2023-06-08,Thursday,6,Fried Rice,Lunch,220,105,244
2023-06-08,Thursday,6,Fried Rice,Dinner,220,122,440
2023-06-08,Thursday,6,Noodles,Lunch,210,77,291
2023-06-08,Thursday,6,Noodles,Dinner,210,107,437
2023-06-08,Thursday,6,Ice Cream,Lunch,120,80,445
2023-06-08,Thursday,6,Ice Cream,Dinner,120,90,485
2023-06-08,Thursday,6,Coffee,Lunch,100,121,392
2023-06-08,Thursday,6,Coffee,Dinner,100,148,481
